Latitude,Longitude
37.70952358,-122.45221294
40.576518,-73.985581
38.194068,-85.775006
43.6169,13.5167
7.72311176,98.76872063
26.64913025,84.92459028
22.94846359,-109.80790835
33.6841,-117.793
39.9624,-82.9996
6.45306,3.39583
45.75975883,-73.56725453
40.73676497,-73.86078669
53.58029408,-2.37454446
28.46096,77.028908
40.7,-73.8309
12.87515411,74.84055877
37.19405,-93.32506
29.375902,47.9931473
25.4333,-100.983
51.1667,-115.567
40.60944029,-82.26313591
41.92514,-87.70789
13.1491,80.2369
40.65,-73.95
38.2525,-85.7554
18.5203,73.8567
35.1164114,-80.84243953
44.24202088,-79.64323602
19.0627,72.8764
14.2232,120.974
22.56666667,88.36666667
38.9394727,-77.02545871
6.45306,3.39583
43.7325,7.419
25.7751,-80.1936
50.0876,14.4215
10.31444277,123.89216002
51.5141,-0.1094
-34.91188915,138.85231733
40.7332086,-74.00187056
37.85777778,-122.49027778
47.580989,-122.406729
29.69910944,-95.43986689
33.7692,-118.1938
48.8567,2.3508
40.8115,-96.6767
51.9,-2.0776
6.45306,3.39583
6.45306,3.39583
34.7123,-86.5963
14.6504,120.9694
-33.86933333,151.18577778
45.5236111,-122.675
55.852472,-4.309626
43.7325,7.419
30.9,75.85
33.69757935,-117.90903651
-38.0167,145.167
42.9358,-87.8665
44.39319,-89.81637
13.77268,100.53605
46.13488,-89.88684
45.07100509,7.68558025
38.8207151,-76.7646341
1.29663396,103.89983413
6.45306,3.39583
43.7742911,-79.7164011
33.1579,-96.9418
12.98187,77.68182
50.85711,0.57787
40.7332086,-74.00187056
39.9624,-82.9996
19.17019215,72.95052887
40.7332086,-74.00187056
32.739,-97.1145
34.0564,-118.2445
45.63697547,-73.56726563
37.654316,-122.105054
37.0585,-79.6179
32.7153,-97.0169
35.6663618,-80.93902588
44.0225,-86.4556
30.55545922,-81.44385755
41.84954,-73.55682
40.7698,-74.0208
40.7332086,-74.00187056
6.45306,3.39583
-29.59393,30.3759
18.7903,98.9817
40.7698,-74.0208
40.71327,-73.95856
36.224,-115.0824
42.24642536,-73.77745931
52.232222,21.008333
40.7207559,-74.0007613
-8.62126244,115.19495994
51.31911209,0.74094291
-25.68502,28.18076
51.74238188,0.51305271
6.45306,3.39583
51.4578,-0.1494
-29.177579,26.241885
35.25480124,-112.15272903
36.394,-105.577
28.5421,-81.3775
51.36702146,-0.39816856
26.26009069,73.0031848
24.829761,46.724492
25.60447537,85.19168901
-25.9800701,28.1272055
34.03805686,-118.67446622
26.0908747,-80.2781337
9.0667,7.4833
41.3122,-82.6047
-32.9911514,27.8635755
26.21212691,127.68173218
53.3476,-6.2591
45.75975883,-73.56725453
40.7207559,-74.0007613
19.1054396,72.8757505
22.33610372,103.84140015
19.43604948,-99.17950335
47.3061,-122.228
37.6337,-122.4897
33.9998627,-118.79923186
10.3150711,123.88331297
47.6046,-122.3308
38.93982267,-77.02388176
19.06371348,72.83081619
